SN,Source,WHO_REGION,Region,Country,ISO3,ISO2,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,IU_NAME,IU_ID,Location,SiteID,Longitude,Latitude,Georeliability,Location_type,Survey_type,Year,Age_start,Age_end,HK_examined,HK_positive,HK_prevalence,Asc_examined,Asc_positive,Asc_prevalence,TT_examined,TT_positive,TT_prevalence
24628,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Datarr Community School,,-9.8535004,5.7914672,3,,Mapping,2013,10,14,30,0,0,30,13,0.433333333,30,0,0
24629,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,Morweh,39227,Grand Bassa,26821,Dew Elementary School,,-9.47057,6.09103,4,,Mapping,2013,8,14,30,1,0.033333333,30,8,0.266666667,30,1,0.033333333
24630,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Faith Baptist Community School System,,-10.04405,5.8930831,3,,Mapping,2013,9,14,30,0,0,30,2,0.066666667,30,0,0
24631,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,Faith Community,,-10.3203,6.26634,3,,Mapping,2013,10,13,30,3,0.1,30,16,0.533333333,30,0,0
24632,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Faith Elementary School System,,-10.0477,5.87962,3,,Mapping,2013,10,13,30,3,0.1,30,18,0.6,30,1,0.033333333
24633,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Feetuah Public School,,-9.84152,6.34349,3,,Mapping,2013,8,14,30,3,0.1,30,6,0.2,30,0,0
24634,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Four Houses Public School,,-10.036217,5.910233,3,,Mapping,2013,10,14,30,0,0,30,4,0.133333333,30,0,0
24635,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Frank Diggs Public School,,-10.02484,6.0813,3,,Mapping,2013,10,14,30,3,0.1,30,3,0.1,30,0,0
24636,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Fred Mart Daycare & Elem School Jecko's Town,,-10.03063,5.89938,3,,Mapping,2013,10,13,30,0,0,30,7,0.233333333,30,1,0.033333333
24637,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Gbarwein Public School,,-9.89883,6.26773,3,,Mapping,2013,9,14,30,0,0,30,5,0.166666667,30,0,0
24638,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Gbehzohn Community Daycare School,,-10.04504,5.88169,3,,Mapping,2013,10,11,30,3,0.1,30,5,0.166666667,30,1,0.033333333
24639,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Geeblee Public,,-9.57035,6.09884,4,,Mapping,2013,9,14,30,6,0.2,30,5,0.166666667,30,4,0.133333333
24640,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,Timbo,39228,Grand Bassa,26821,Geegbar Public School,,-9.6726332,5.8667331,3,,Mapping,2013,10,14,30,5,0.166666667,30,7,0.233333333,30,0,0
24641,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Gehn Town Public School,,-9.7154999,6.2635999,3,,Mapping,2013,9,14,30,5,0.166666667,30,6,0.2,30,0,0
24642,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Gianda Elementary and Junior High School,,-9.60745,6.19896,3,,Mapping,2013,10,14,30,3,0.1,30,4,0.133333333,30,0,0
24643,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Gio-Town Public School,,-9.8528671,5.7952328,3,,Mapping,2013,10,14,30,3,0.1,30,8,0.266666667,30,0,0
24644,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Glakon Public School,,-10.03348,6.02604,3,,Mapping,2013,8,14,30,2,0.066666667,30,12,0.4,30,0,0
24645,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,Morweh,39227,Grand Bassa,26821,Golden Gate Academy,,-9.47444,6.08704,4,,Mapping,2013,8,14,30,2,0.066666667,30,8,0.266666667,30,0,0
24646,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,Morweh,39227,Grand Bassa,26821,Gorblee Elementary School,,-9.47659,6.0874,4,,Mapping,2013,8,14,30,3,0.1,30,10,0.333333333,30,0,0
24647,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Government Day Public School,,-9.7117834,5.9085832,3,,Mapping,2013,9,14,30,3,0.1,30,7,0.233333333,30,0,0
24648,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Government Morning Elementary,,-10.01394,6.00207,3,,Mapping,2013,8,14,30,5,0.166666667,30,6,0.2,30,4,0.133333333
24649,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Grand Kola Public School,,-9.61483,6.39503,3,,Mapping,2013,10,14,30,4,0.133333333,30,13,0.433333333,30,1,0.033333333
24650,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Harrisville Public School,,-9.83302,5.71401,3,,Mapping,2013,10,14,30,4,0.133333333,30,6,0.2,30,3,0.1
24651,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Hermann Emeiner International School,,-9.58905,6.08259,4,,Mapping,2013,9,14,30,3,0.1,30,10,0.333333333,30,2,0.066666667
24652,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Hope Kindergarten,,-10.02192,5.89592,3,,Mapping,2013,10,11,30,0,0,30,1,0.033333333,30,0,0
24653,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,J. J. Cheesemen Public School,,-10.27441,6.21622,3,,Mapping,2013,9,14,30,2,0.066666667,30,7,0.233333333,30,1,0.033333333
24654,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,James T. Chea Elem. School,,-10.0515,5.874567,3,,Mapping,2013,10,14,30,0,0,30,16,0.533333333,30,5,0.166666667
24655,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,John Gbagee Elementary School,,-9.7382498,5.7719669,3,,Mapping,2013,9,14,30,5,0.166666667,30,20,0.666666667,30,1,0.033333333
24656,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,Morweh,39227,Grand Bassa,26821,Julia Doncan Cassell Public School,,-9.42704,6.14348,4,,Mapping,2013,9,14,30,3,0.1,30,6,0.2,30,0,0
24657,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Kobainu Elementary & Jr. High,,-9.55617,6.16823,3,,Mapping,2013,9,14,30,3,0.1,30,8,0.266666667,30,0,0
24658,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Korkor David Public School,,-9.8222,6.10365,3,,Mapping,2013,8,14,30,8,0.266666667,30,8,0.266666667,30,0,0
24659,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Kpahyoah Town Public School,,-9.81073,5.79726,3,,Mapping,2013,10,14,30,2,0.066666667,30,17,0.566666667,30,0,0
24660,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Kpelleh Town Public School,,-10.0440386,5.881245,1,,Mapping,2013,10,14,30,1,0.033333333,30,2,0.066666667,30,0,0
24661,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Kpellie Town Public School,,-9.6919,5.976,3,,Mapping,2013,10,14,30,2,0.066666667,30,12,0.4,30,1,0.033333333
24662,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Kpogblahn Public School,,-9.74977,6.19336,3,,Mapping,2013,9,14,30,1,0.033333333,30,8,0.266666667,30,0,0
24663,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Libinco School System,,-9.8488,6.02718,3,,Mapping,2013,9,14,30,1,0.033333333,30,16,0.533333333,30,1,0.033333333
24665,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Little Kola Public School,,-9.529,6.46252,3,,Mapping,2013,10,13,30,0,0,30,19,0.633333333,30,0,0
24666,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Lloydsville Elementary & Junior High School,,-10.079,6.07041,3,,Mapping,2013,7,13,30,2,0.066666667,30,7,0.233333333,30,2,0.066666667
24667,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Logan Town Public School,,-9.99203,5.92794,3,,Mapping,2013,10,13,30,0,0,30,3,0.1,30,0,0
24669,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Marblee Public School,,-9.82373,5.83773,3,,Mapping,2013,10,14,30,2,0.066666667,30,12,0.4,30,2,0.066666667
24670,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,Suakoko,39180,Grand Bassa,26821,Marloi Public,,-9.77413,6.78463,4,,Mapping,2013,10,13,30,0,0,30,11,0.366666667,30,0,0
24671,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Martha S. Dunn,,-10.01403,6.00218,3,,Mapping,2013,7,13,30,1,0.033333333,30,15,0.5,30,0,0
24672,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Nazohn Public School,,-10.00001,6.0863,3,,Mapping,2013,10,14,30,1,0.033333333,30,6,0.2,30,0,0
24673,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,Neegeewein Public School,,-10.28798,6.24234,3,,Mapping,2013,10,14,30,3,0.1,30,8,0.266666667,30,2,0.066666667
24674,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,New Era Public School,,-9.7263002,5.881567,3,,Mapping,2013,9,14,30,5,0.166666667,30,7,0.233333333,30,0,0
24676,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,New Series Primary,,-10.11853,5.95272,3,,Mapping,2013,10,14,30,3,0.1,30,13,0.433333333,30,5,0.166666667
24677,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Newcess Public School,,-9.8877001,5.8152499,3,,Mapping,2013,10,14,30,5,0.166666667,30,17,0.566666667,30,0,0
24679,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,Noryou Town Public School,,-10.20601,6.07715,3,,Mapping,2013,10,14,29,3,0.103448276,29,5,0.172413793,29,1,0.034482759
24680,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Nyonben Public School,,-9.7333702,5.7672297,1,,Mapping,2013,10,14,30,3,0.1,30,13,0.433333333,30,0,0
24681,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Oceanview Christian School Ext. (Pillar of Fire),,-10.040217,5.8959169,3,,Mapping,2013,10,14,30,0,0,30,6,0.2,30,0,0
24682,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,Owensgrove Elementatry & Junior High,,-10.3302,6.26579,3,,Mapping,2013,10,14,30,4,0.133333333,30,4,0.133333333,30,0,0
24684,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,R.c Lawson Bokay Town,,-10.26538,6.18543,3,,Mapping,2013,10,14,30,4,0.133333333,30,12,0.4,30,1,0.033333333
24685,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Rabitta Public School,,-9.88075,6.23661,3,,Mapping,2013,10,14,30,2,0.066666667,30,3,0.1,30,2,0.066666667
24686,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Rally Road Public School,,-9.91601,6.2187,3,,Mapping,2013,9,14,30,2,0.066666667,30,6,0.2,30,0,0
24687,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Richard G. James Public School,,-9.90094,6.0073,3,,Mapping,2013,10,14,30,3,0.1,30,10,0.333333333,30,0,0
24688,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,Saturday  Town Community School,,-10.3084,6.26331,3,,Mapping,2013,9,14,30,4,0.133333333,30,13,0.433333333,30,0,0
24689,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,Selfhelp Commmunity School,,-10.27242,6.21404,3,,Mapping,2013,10,14,30,3,0.1,30,10,0.333333333,30,0,0
24690,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Senyah Public School,,-9.69861,6.14967,3,,Mapping,2013,10,14,30,5,0.166666667,30,12,0.4,30,2,0.066666667
24691,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Seventh Day Adventist High School,,-10.03985,5.88688,3,,Mapping,2013,10,14,30,2,0.066666667,30,6,0.2,30,0,0
24692,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,"St.john Elementary, Jr. & Sr. High School",,-10.01062,6.01764,3,,Mapping,2013,9,14,30,1,0.033333333,30,16,0.533333333,30,0,0
24693,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,St.michael Junior High School,,-9.93046,6.35333,3,,Mapping,2013,10,13,30,1,0.033333333,30,10,0.333333333,30,2,0.066666667
24695,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #4,39190,Grand Bassa,26821,Tepenneh Public,,-9.65077,6.09368,3,,Mapping,2013,10,13,30,4,0.133333333,30,9,0.3,30,0,0
24696,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,The Salvation Army School System,,-10.04635,5.885067,3,,Mapping,2013,10,13,30,2,0.066666667,30,4,0.133333333,30,0,0
24697,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Tobey Dyu-Public School,,-9.93756,6.2954,3,,Mapping,2013,9,14,30,3,0.1,30,7,0.233333333,30,0,0
24698,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Trade Town Community School,,-9.55334,6.44303,3,,Mapping,2013,10,13,30,5,0.166666667,30,5,0.166666667,30,0,0
24699,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Tubmanville Public School,,-9.86204,6.04859,3,,Mapping,2013,9,14,30,1,0.033333333,30,2,0.066666667,30,1,0.033333333
24700,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,Vahn Town Public School,,-10.1724267,6.1174304,1,,Mapping,2013,10,14,30,3,0.1,30,6,0.2,30,1,0.033333333
24701,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,W.r.f. Whitfield,,-10.3303,6.26589,3,,Mapping,2013,10,14,30,4,0.133333333,30,8,0.266666667,30,4,0.133333333
24702,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Walker Foundation Public School,,-9.7197704,6.29035,3,,Mapping,2013,10,14,30,3,0.1,30,7,0.233333333,30,0,0
24703,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,William v. s Tubman Elem. & Jr,,-10.05075,5.8802671,3,,Mapping,2013,9,14,30,2,0.066666667,30,3,0.1,30,0,0
24704,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Wreakento Public School,,-10.00569,6.11435,3,,Mapping,2013,10,14,30,4,0.133333333,30,5,0.166666667,30,1,0.033333333
24705,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #2,39188,Grand Bassa,26821,Wroahzohn Public School,,-9.68183,6.623144,3,,Mapping,2013,10,14,30,2,0.066666667,30,6,0.2,30,0,0
24706,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Yaweys Camp School,,-9.77853,6.12611,3,,Mapping,2013,10,12,30,6,0.2,30,6,0.2,30,0,0
24707,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #1,39187,Grand Bassa,26821,Zoe Town Public School,,-10.18548,6.0566,3,,Mapping,2013,10,14,30,2,0.066666667,30,4,0.133333333,30,0,0
24708,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Bassa,2749,District #3,39189,Grand Bassa,26821,Zuugar Public School,,-9.68183,6.23144,3,,Mapping,2013,10,14,30,2,0.066666667,30,8,0.266666667,30,0,0
21714,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Garwula,39191,Grand Cape Mount,26822,Boe Community School,,-11.28226,6.99269,3,,Mapping,2015,10,14,50,2,0.04,50,2,0.04,50,2,0.04
21715,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Tewor,39195,Grand Cape Mount,26822,Damballa Community School,,-11.2953,7.11236,3,,Mapping,2015,10,14,50,0,0,50,2,0.04,50,2,0.04
21716,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Klay,39172,Grand Cape Mount,26822,Danielson Public School,,-11.00729,6.73028,3,,Mapping,2015,10,14,50,1,0.02,50,2,0.04,50,2,0.04
21717,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Robertsport,39194,Grand Cape Mount,26822,Episcopal Elem  School,,-11.3616,6.75307,3,,Mapping,2015,10,14,50,0,0,50,2,0.04,50,2,0.04
21718,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Gola Konneh,39192,Grand Cape Mount,26822,Fahn Badah Public School,,-10.86936,7.15242,3,,Mapping,2015,10,14,50,0,0,50,3,0.06,50,3,0.06
21719,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Garwula,39191,Grand Cape Mount,26822,Fahnja Public School,,-11.29256,6.98696,3,,Mapping,2015,10,14,50,7,0.14,50,5,0.1,50,5,0.1
21720,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Robertsport,39194,Grand Cape Mount,26822,Falie Public Sch00l,,-11.3721,6.75661,3,,Mapping,2015,10,14,45,2,0.044444444,45,6,0.133333333,45,6,0.133333333
24714,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Gola Konneh,39192,Grand Cape Mount,26822,Gbesseh en  Jr  Sior High School,,-11.09561,7.00012,3,,Mapping,2015,10,14,50,2,0.04,50,5,0.1,50,6,0.12
21722,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Tewor,39195,Grand Cape Mount,26822,Guassay Public School,,-11.27484,7.10283,3,,Mapping,2015,10,14,50,2,0.04,50,3,0.06,50,3,0.06
21723,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Gola Konneh,39192,Grand Cape Mount,26822,Harris Field Public School,,-10.87405,7.15881,3,,Mapping,2015,10,14,50,0,0,50,3,0.06,50,3,0.06
21724,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Bopolu,39184,Grand Cape Mount,26822,James M. Feflence,,-10.56722,7.12003,4,,Mapping,2015,10,14,50,3,0.06,50,3,0.06,50,3,0.06
21725,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Gola Konneh,39192,Grand Cape Mount,26822,Jarwajeh Danda Public School,,-10.87855,7.15619,3,,Mapping,2015,10,14,50,1,0.02,50,0,0,50,0,0
24718,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Garwula,39191,Grand Cape Mount,26822,Jebbeh Kiazolu Public School,,-11.09561,6.88777,3,,Mapping,2015,10,15,50,0,0,50,4,0.08,50,5,0.1
21729,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Gola Konneh,39192,Grand Cape Mount,26822,Macca Public School,,-10.89113,7.16283,3,,Mapping,2015,10,14,50,0,0,50,4,0.08,50,4,0.08
21730,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Robertsport,39194,Grand Cape Mount,26822,Sembehun Public School,,-11.37041,6.75516,3,,Mapping,2015,10,14,50,1,0.02,50,1,0.02,50,1,0.02
21731,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Garwula,39191,Grand Cape Mount,26822,Sinje Public School,,-11.06448,6.88278,3,,Mapping,2015,10,14,50,0,0,50,1,0.02,50,1,0.02
21732,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Klay,39172,Grand Cape Mount,26822,Soko  Karnah Public School,,-11.01572,6.73681,3,,Mapping,2015,10,14,50,1,0.02,50,4,0.08,50,4,0.08
21733,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Gola Konneh,39192,Grand Cape Mount,26822,St. Andrew Episcopal School,,-10.90151,7.15196,3,,Mapping,2015,10,14,50,0,0,50,2,0.04,50,2,0.04
21734,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Gola Konneh,39192,Grand Cape Mount,26822,St. Philips Community School,,-11.18878,7.10691,3,,Mapping,2015,10,14,50,1,0.02,50,4,0.08,50,4,0.08
21735,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Garwula,39191,Grand Cape Mount,26822,Tienii Wonde Public School,,-11.29242,6.98822,3,,Mapping,2015,10,14,50,3,0.06,50,3,0.06,50,3,0.06
21736,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Robertsport,39194,Grand Cape Mount,26822,Tosr Publi  School,,-11.36571,6.75321,3,,Mapping,2015,10,14,50,0,0,50,2,0.04,50,2,0.04
21737,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Gola Konneh,39192,Grand Cape Mount,26822,Varney Kalilu Public School,,-11.19505,7.11354,3,,Mapping,2015,10,14,50,2,0.04,50,3,0.06,50,3,0.06
21738,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Klay,39172,Grand Cape Mount,26822,Vonzue Public School,,-11.00868,6.7515,3,,Mapping,2015,10,14,50,0,0,50,1,0.02,50,1,0.02
21739,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Grand Cape Mount,2750,Tewor,39195,Grand Cape Mount,26822,Zimmi/Bamballa Public School,,-11.24221,7.10591,3,,Mapping,2015,10,14,50,1,0.02,50,5,0.1,50,5,0.1
24729,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,A.t. Day Elementary School,,-8.1264268,6.0868817,1,,Mapping,2013,8,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
24730,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,Adnantee Academy (Aa),,-8.1449699,6.08675,3,,Mapping,2013,9,14,30,4,0.133333333,30,4,0.133333333,30,2,0.066666667
24731,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,Alphonso Gaye Elementary School (Gages),,-8.14043,6.0545,3,,Mapping,2013,8,14,30,4,0.133333333,30,5,0.166666667,30,3,0.1
24732,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,Annie Dweh Christian Academic (Adca),,-8.14133,6.04718,3,,Mapping,2013,9,14,30,4,0.133333333,30,6,0.2,30,2,0.066666667
24733,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,Arabic & English School,,-8.12742,6.06969,3,,Mapping,2013,9,14,30,3,0.1,30,3,0.1,30,1,0.033333333
24734,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Gbarzon,39196,Grand Gedeh,26823,Baker C.gaye,,-8.4361,6.22664,3,,Mapping,2013,9,15,30,1,0.033333333,30,1,0.033333333,30,0,0
24735,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,Banglor Elementary School,,-8.10669,6.04447,3,,Mapping,2013,9,14,30,3,0.1,30,2,0.066666667,30,2,0.066666667
24736,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Gbarzon,39196,Grand Gedeh,26823,Bargblor Public School,,-8.33563,6.13454,3,,Mapping,2013,8,15,30,0,0,30,2,0.066666667,30,1,0.033333333
24737,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,Benjima W. Collins,,-8.13998,6.06118,3,,Mapping,2013,9,14,30,1,0.033333333,30,5,0.166666667,30,0,0
24738,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,Bishop Juwle High School (Bths),,-8.136413,6.0631041,1,,Mapping,2013,8,14,30,5,0.166666667,30,6,0.2,30,1,0.033333333
24739,SCI,AFRO,Western Africa,Liberia,LBR,LR,Grand Gedeh,2751,Tchien,39198,Grand Gedeh,26823,Bridge of Hope Elementary School (Bohes),,-8.13029,6.06089,3,,Mapping,2013,9,14,30,3,0.1,30,7,0.233333333,30,1,0.033333333
