SN,Source,WHO_REGION,Region,Country,ISO3,ISO2,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,IU_NAME,IU_ID,Location,SiteID,Longitude,Latitude,Georeliability,Location_type,Survey_type,Year,Age_start,Age_end,HK_examined,HK_positive,HK_prevalence,Asc_examined,Asc_positive,Asc_prevalence,TT_examined,TT_positive,TT_prevalence
24940,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Vahun,39206,Lofa,26825,Memorlalun Public School,,-10.46481,8.06728,3,,Mapping,2012,10,14,30,2,0.066666667,30,2,0.066666667,30,0,0
24941,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Musa Kanneh Public School,,-10.07895,8.28767,3,,Mapping,2012,10,14,30,5,0.166666667,30,0,0,30,0,0
24942,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Ndambu Public School,,-10.081433,8.214939,1,,Mapping,2012,10,14,30,5,0.166666667,30,0,0,30,0,0
24943,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Ngilihun Public School,,-10.15785,8.28939,3,,Mapping,2012,10,14,30,3,0.1,30,0,0,30,0,0
24944,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Salayea,39205,Lofa,26825,Passama Pub Sch,,-9.48535,7.67773,3,,Mapping,2012,10,14,30,6,0.2,30,0,0,30,0,0
24945,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Peya Kimbaloe Public School,,-10.16423,8.3138103,3,,Mapping,2012,10,14,30,1,0.033333333,30,1,0.033333333,30,0,0
24946,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Porlowu Public,,-10.18893,8.21785,3,,Mapping,2012,10,14,30,2,0.066666667,30,0,0,30,0,0
24947,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Voinjama,39207,Lofa,26825,Sarkonedu Public School,,-9.6700001,8.4644442,3,,Mapping,2012,10,14,30,1,0.033333333,30,0,0,30,0,0
24948,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Vahun,39206,Lofa,26825,Seema Public School,,-10.471944,8.1330557,3,,Mapping,2012,10,14,30,4,0.133333333,30,0,0,30,1,0.033333333
24949,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Segisu Public School,,-10.04846,8.01004,3,,Mapping,2012,10,14,30,9,0.3,30,0,0,30,0,0
24950,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Salayea,39205,Lofa,26825,Sharon Memorial Pub,,-9.5443602,7.58887,3,,Mapping,2012,10,14,30,8,0.266666667,30,1,0.033333333,30,0,0
24951,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Somalahun Public School,,-10.07841,8.23642,3,,Mapping,2012,10,14,30,6,0.2,30,0,0,30,1,0.033333333
24952,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Foya,39203,Lofa,26825,Sorlumiba Public School,,-10.16295,8.49665,3,,Mapping,2012,11,15,30,3,0.1,30,1,0.033333333,30,0,0
24953,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Voinjama,39207,Lofa,26825,St. Joseph Catholic School,,-9.7477779,8.4277096,3,,Mapping,2012,11,14,30,2,0.066666667,30,1,0.033333333,30,0,0
24954,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Vahun,39206,Lofa,26825,St. Patrick Lutheran Miss School,,-10.50689,8.06258,3,,Mapping,2012,10,13,30,3,0.1,30,1,0.033333333,30,0,0
24955,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Zorzor,39208,Lofa,26825,Sumo Kota Public School,,-9.4630499,7.9772,3,,Mapping,2012,10,14,30,4,0.133333333,30,0,0,30,0,0
24959,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Salayea,39205,Lofa,26825,Tailemai Public School,,-9.44145,7.66602,3,,Mapping,2012,10,14,30,4,0.133333333,30,0,0,30,0,0
24960,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Taimahun Public School,,-10.04516,8.36787,3,,Mapping,2012,10,14,30,9,0.3,30,0,0,30,1,0.033333333
24961,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Salayea,39205,Lofa,26825,Telemu Public School,,-9.5019436,7.5644441,3,,Mapping,2012,10,14,30,3,0.1,30,0,0,30,0,0
24962,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Voinjama,39207,Lofa,26825,Tellewoyan Elem. & Public School,,-9.7266674,8.1944437,3,,Mapping,2012,10,13,30,3,0.1,30,2,0.066666667,30,0,0
24963,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Voinjama,39207,Lofa,26825,Tenebu Public School,,-9.771273,8.3081,1,,Mapping,2012,10,14,30,6,0.2,30,1,0.033333333,30,0,0
24964,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Zorzor,39208,Lofa,26825,Vafalah Dorlleh Public School,,-9.604722,8.1530561,3,,Mapping,2012,10,14,30,1,0.033333333,30,0,0,30,0,0
24965,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Vahun,39206,Lofa,26825,Vahun Public Elem School,,-10.49955,8.06062,3,,Mapping,2012,11,14,30,0,0,30,1,0.033333333,30,1,0.033333333
24966,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Vahun,39206,Lofa,26825,Vahun Public Elementary School #2,,-10.50161,8.06383,3,,Mapping,2012,10,13,30,4,0.133333333,30,1,0.033333333,30,1,0.033333333
24969,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Vassabolahun Public School,,-10.17321,8.22382,3,,Mapping,2012,10,14,30,2,0.066666667,30,0,0,30,0,0
24970,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Voinjama,39207,Lofa,26825,Voinjama Public School,,-9.7487601,8.4153244,1,,Mapping,2012,10,14,30,2,0.066666667,30,0,0,30,1,0.033333333
24971,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Zorzor,39208,Lofa,26825,Wakesu Public School,,-9.4620504,7.9772,3,,Mapping,2012,10,14,30,3,0.1,29,1,0.034482759,30,1,0.033333333
24973,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Voinjama,39207,Lofa,26825,William V.s Tubman Pub School,,-9.9038887,8.3697224,3,,Mapping,2012,10,13,30,3,0.1,30,0,0,30,0,0
24974,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Wuhalahun Public School,,-10.09183,8.33824,3,,Mapping,2012,10,13,30,7,0.233333333,30,2,0.066666667,30,1,0.033333333
24975,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Yallahun Public Elementary School,,-10.31378,8.13092,3,,Mapping,2012,10,14,30,5,0.166666667,30,1,0.033333333,30,0,0
24976,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Kolahun,39204,Lofa,26825,Yandohun Public School,,-10.35461,8.10564,3,,Mapping,2012,10,14,30,5,0.166666667,30,1,0.033333333,30,3,0.1
24977,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Zorzor,39208,Lofa,26825,Yarpawolo Zaza Public School,,-9.43859,7.90866,3,,Mapping,2012,10,14,30,3,0.1,30,0,0,30,0,0
24978,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Foya,39203,Lofa,26825,Yassadu Public School,,-10.23396,8.27962,3,,Mapping,2012,10,14,28,4,0.142857143,28,1,0.035714286,28,1,0.035714286
24979,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Voinjama,39207,Lofa,26825,Zawordamai Public School,,-9.9533329,8.3283329,3,,Mapping,2012,10,14,30,2,0.066666667,30,1,0.033333333,30,0,0
24980,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Salayea,39205,Lofa,26825,Zealekpala,,-9.43837,7.7067,3,,Mapping,2012,10,13,28,4,0.142857143,28,0,0,28,0,0
24981,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Jorquelleh,39175,Lofa,26825,Ziggida Pub School,,-9.4832,7.03312,4,,Mapping,2012,10,14,30,4,0.133333333,30,0,0,30,0,0
24982,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Zorzor,39208,Lofa,26825,Zorzor Lutheran Mission School,,-9.4256031,7.7752421,1,,Mapping,2012,10,14,28,3,0.107142857,28,1,0.035714286,27,0,0
24983,SCI,AFRO,Western Africa,Liberia,LBR,LR,Lofa,2753,Zorzor,39208,Lofa,26825,Zuwulo Elem.& Junior High School,,-9.4302778,7.7794442,3,,Mapping,2012,10,14,30,1,0.033333333,30,0,0,30,0,0
24987,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Gibi,39210,Marigibi,26826,A. A. Mission School,,-10.01177778,6.580808056,3,,Mapping,2012,10,14,30,2,0.066666667,30,2,0.066666667,30,0,0
24988,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Firestone,39209,Marigibi,26826,A.g.m. Dolo's Town,,-10.36533333,6.25669444,3,,Mapping,2012,10,14,30,2,0.066666667,30,0,0,30,0,0
24989,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Mambah-Kaba,39212,Marigibi,26826,all Saints Catholic School,,-10.37016667,6.246305556,3,,Mapping,2012,10,14,30,2,0.066666667,26,2,0.076923077,29,1,0.034482759
24990,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Ansaru Islamic Community School,,-10.34675,6.5336111,3,,Mapping,2012,10,14,30,1,0.033333333,30,4,0.133333333,30,3,0.1
24991,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Bassa Community Foundation School,,-10.35819444,6.536694444,3,,Mapping,2012,10,14,30,0,0,30,1,0.033333333,30,0,0
24992,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Firestone,39209,Marigibi,26826,Becky Primary School,,-10.36347222,6.25636111,3,,Mapping,2012,12,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
24993,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Bendu Town Youth Center,,-10.27469444,6.551861111,3,,Mapping,2012,10,14,30,2,0.066666667,30,3,0.1,30,0,0
24994,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Birch Mnutt Christain Academy,,-10.35357222,6.528,3,,Mapping,2012,10,14,30,2,0.066666667,30,1,0.033333333,30,0,0
24995,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Blomu Public School,,-10.1525,6.641805556,3,,Mapping,2012,10,14,30,1,0.033333333,30,2,0.066666667,30,0,0
24996,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Gibi,39210,Marigibi,26826,Boe-Dain Public School,,-9.928694444,6.547138889,3,,Mapping,2012,10,14,30,4,0.133333333,30,2,0.066666667,29,0,0
24997,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Borbor Town Community School,,-10.33997222,6.538305556,3,,Mapping,2012,10,14,29,0,0,29,0,0,29,0,0
24998,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Calvary Community Academy,,-10.34780556,6.534527778,3,,Mapping,2012,10,14,30,1,0.033333333,30,2,0.066666667,30,0,0
24999,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Christain's Community School,,-10.34481667,6.535083333,3,,Mapping,2012,10,14,30,0,0,30,0,0,30,0,0
25000,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Firestone,39209,Marigibi,26826,Dolo's Town Public School,,-10.36022222,6.25969444,3,,Mapping,2012,10,14,30,1,0.033333333,30,0,0,30,0,0
25002,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Gibi,39210,Marigibi,26826,Early Learning Foundation School,,-10.01688889,6.594972222,3,,Mapping,2012,10,13,30,4,0.133333333,30,3,0.1,30,0,0
25003,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Mambah-Kaba,39212,Marigibi,26826,Ellen and Joseph Brooks Memorial Academy,,-10.36908333,6.24419444,3,,Mapping,2012,10,14,30,1,0.033333333,30,3,0.1,30,0,0
25004,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Francis Mitchell Memorial Academy,,-10.35322222,6.529,3,,Mapping,2012,10,14,30,0,0,30,1,0.033333333,30,3,0.1
25005,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Gibi,39210,Marigibi,26826,Gao Ta  Public School,,-9.966,6.64975,3,,Mapping,2012,10,14,30,2,0.066666667,30,3,0.1,30,0,0
25006,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Gaylayla Public School,,-10.3048897,6.5151875,1,,Mapping,2012,10,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
25007,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Mambah-Kaba,39212,Marigibi,26826,Gbenwein Public School,,-10.386972,6.25175,3,,Mapping,2012,10,14,30,1,0.033333333,30,2,0.066666667,30,1,0.033333333
25009,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Mambah-Kaba,39212,Marigibi,26826,Jireh Community School,,-10.36577778,6.214027777,3,,Mapping,2012,10,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
25010,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,John L. Dennis School,,-10.13761111,6.62025,3,,Mapping,2012,10,14,30,0,0,30,1,0.033333333,30,0,0
25011,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Joseph J. Korhene Elementry School,,-10.33861111,6.534694444,3,,Mapping,2012,10,14,30,3,0.1,29,4,0.137931034,29,0,0
25012,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,District #2,39188,Marigibi,26826,Kangar's Town Public School,,-10.07030556,6.505805556,3,,Mapping,2012,10,14,30,0,0,30,0,0,30,1,0.033333333
25013,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Gibi,39210,Marigibi,26826,Kollie-De-De-Ta School,,-9.992805556,6.634055556,3,,Mapping,2012,10,14,30,2,0.066666667,30,2,0.066666667,30,0,0
25014,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Korlie Ta Public School,,-10.28433333,6.627111111,3,,Mapping,2012,10,14,30,5,0.166666667,30,0,0,30,0,0
25016,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Kpoe Public School,,-10.018333,6.5502782,3,,Mapping,2012,10,14,30,1,0.033333333,30,0,0,30,0,0
25017,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Larkia (Lanfay) Public School,,-10.15080556,6.583861111,3,,Mapping,2012,10,14,30,0,0,30,1,0.033333333,30,0,0
25018,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Life Public School,,-10.2456,6.546,3,,Mapping,2012,10,14,30,1,0.033333333,30,3,0.1,30,1,0.033333333
25019,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Todee,39218,Marigibi,26826,Life Tower Community School,,-10.35141667,6.672388889,3,,Mapping,2012,10,14,30,0,0,30,2,0.066666667,30,0,0
25020,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Todee,39218,Marigibi,26826,Macails Elementary School,,-10.35436111,6.732503333,3,,Mapping,2012,10,14,30,2,0.066666667,30,1,0.033333333,30,0,0
25021,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Massaquio Ta  Public School,,-10.17891667,6.672166667,3,,Mapping,2012,10,14,30,0,0,30,0,0,30,0,0
25022,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Minor Community School,,-10.23969444,6.639333333,3,,Mapping,2012,10,14,30,1,0.033333333,30,1,0.033333333,30,0,0
25023,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Firestone,39209,Marigibi,26826,Mother of Jesus Christ Catholic School,,-10.357889,6.263,3,,Mapping,2012,10,14,30,2,0.066666667,28,2,0.071428571,30,1,0.033333333
25024,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Firestone,39209,Marigibi,26826,Peter's Town Public School,,-10.36161,6.272722,3,,Mapping,2012,12,14,30,0,0,29,2,0.068965517,30,1,0.033333333
25025,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Gibi,39210,Marigibi,26826,Poye Public School,,-9.966555556,6.572083333,3,,Mapping,2012,10,14,30,0,0,30,0,0,30,0,0
25026,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Firestone,39209,Marigibi,26826,R.i.a. Community School,,-10.34919,6.246389,3,,Mapping,2012,10,14,30,1,0.033333333,30,1,0.033333333,30,2,0.066666667
25027,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Mambah-Kaba,39212,Marigibi,26826,R.s. Caulfield Public School,,-10.3711111,6.2441944,3,,Mapping,2012,0,14,30,1,0.033333333,30,2,0.066666667,30,1,0.033333333
25028,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Salala Rubber Corporation School System Champ 1,,-10.12647222,6.665222222,3,,Mapping,2012,10,14,30,0,0,30,1,0.033333333,30,1,0.033333333
25029,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Fuamah,39174,Marigibi,26826,Sekey Town Public School,,-10.224028,6.816,3,,Mapping,2012,10,14,30,0,0,30,0,0,30,0,0
25030,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Slocun Community,,-10.25988889,6.695,3,,Mapping,2012,10,14,29,0,0,29,0,0,29,0,0
25031,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,St. Augustine's Episcople High School,,-10.34969444,6.530694444,3,,Mapping,2012,10,14,30,0,0,30,2,0.066666667,30,0,0
25032,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Firestone,39209,Marigibi,26826,United Inland Church Academy,,-10.337222,6.280525556,3,,Mapping,2012,11,14,30,3,0.1,30,3,0.1,30,0,0
25033,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Wea-River Side,,-10.20805556,6.689722222,3,,Mapping,2012,10,14,30,0,0,30,1,0.033333333,30,0,0
25034,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Wolala Community School,,-10.27977778,6.553416667,3,,Mapping,2012,10,14,30,0,0,30,1,0.033333333,30,0,0
25035,SCI,AFRO,Western Africa,Liberia,LBR,LR,Marigibi,2754,Kakata,39211,Marigibi,26826,Youth Elementary School,,-10.34477778,6.535777778,3,,Mapping,2012,10,14,30,0,0,30,1,0.033333333,30,0,0
21781,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Baraken Elem/Jr. High School,,-7.663333,4.495,3,,Mapping,2015,10,14,47,5,0.106382979,47,2,0.042553191,47,2,0.042553191
21782,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Boniken Public School,,-7.681389,4.6425,3,,Mapping,2015,10,14,50,16,0.32,50,5,0.1,50,5,0.1
21783,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,David G. Toe Elem School,,-7.898056,4.934722,3,,Mapping,2015,10,14,50,8,0.16,50,3,0.06,50,3,0.06
21784,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,Dogboken Elem/Jr. High Sch,,-7.927222,4.954722,3,,Mapping,2015,10,14,50,12,0.24,50,0,0,50,0,0
21785,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,E. Othello Gongar Elem/Jr.,,-7.713611,4.374444,3,,Mapping,2015,10,14,50,13,0.26,50,2,0.04,50,2,0.04
21786,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,East Harper Elem/Jr. High,,-7.699722,4.383333,3,,Mapping,2015,10,14,50,14,0.28,50,7,0.14,50,7,0.14
21787,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,First Assembly of God Elem/Jr,,-7.660833,4.585556,3,,Mapping,2015,10,14,49,17,0.346938776,49,2,0.040816327,49,2,0.040816327
21788,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,G.t Brewer Elem/Jr High,,-7.711111,4.376111,3,,Mapping,2015,10,14,48,15,0.3125,48,2,0.041666667,48,2,0.041666667
21789,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,Gbalaken Public School,,-7.821944,4.821944,3,,Mapping,2015,10,14,50,8,0.16,50,4,0.08,50,4,0.08
21790,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Gbawaken Public School,,-7.726667,4.697778,3,,Mapping,2015,10,14,50,7,0.14,50,1,0.02,50,1,0.02
21791,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Gbolobo Public School,,-7.701389,4.581389,3,,Mapping,2015,10,14,49,17,0.346938776,49,1,0.020408163,49,1,0.020408163
21792,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,Glofaken Elem School,,-7.896667,4.948333,3,,Mapping,2015,10,14,50,12,0.24,50,0,0,50,0,0
21793,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,Gwiah Doe Elem/Jr High Sch,,-7.863611,4.946389,3,,Mapping,2015,10,14,52,3,0.057692308,52,2,0.038461538,52,2,0.038461538
21794,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Henogbe Public School,,-7.761944,4.6625,3,,Mapping,2015,10,14,50,11,0.22,50,1,0.02,50,1,0.02
21795,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,James Burgess Nursery/ Kg,,-7.860556,4.946111,3,,Mapping,2015,10,14,50,4,0.08,50,0,0,50,0,0
21796,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Jireh Solid Foundation Elem/Jr,,-7.704167,4.379167,3,,Mapping,2015,10,14,47,12,0.255319149,47,0,0,47,0,0
21797,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,Joe Tealeh Elem School,,-7.871944,4.89,3,,Mapping,2015,10,14,50,2,0.04,50,0,0,50,0,0
21798,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Kaloken Demonstration Sch,,-7.735278,4.800278,3,,Mapping,2015,10,14,49,11,0.224489796,49,2,0.040816327,49,2,0.040816327
21799,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Manolu Public School,,-7.708333,4.724444,3,,Mapping,2015,10,14,49,9,0.183673469,49,1,0.020408163,49,1,0.020408163
21800,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,New Life Elem/ Kg/ Jr. High,,-7.738056,4.795556,3,,Mapping,2015,10,14,50,13,0.26,50,8,0.16,50,8,0.16
21801,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Ourlady of Fatima Elem School,,-7.708056,4.380556,3,,Mapping,2015,10,14,49,12,0.244897959,49,1,0.020408163,49,1,0.020408163
21802,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Pedibo Elem School,,-7.637778,4.445833,3,,Mapping,2015,10,14,50,8,0.16,50,2,0.04,50,2,0.04
21805,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,S.b. Martin Elem School,,-7.673056,4.831667,3,,Mapping,2015,10,14,50,18,0.36,50,2,0.04,50,2,0.04
21806,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,Sellie Elem/Jr. High School,,-7.859167,4.880556,3,,Mapping,2015,10,14,50,9,0.18,50,2,0.04,50,2,0.04
21807,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Barrobo,39213,Maryland,26827,Sokpaken/ A.t Simeon Elem,,-7.924167,4.951389,3,,Mapping,2015,10,14,50,13,0.26,50,2,0.04,50,2,0.04
21808,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,St.francis Elem School,,-7.668056,4.582778,3,,Mapping,2015,10,14,50,7,0.14,50,0,0,50,0,0
21809,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,St.stevens Episcopal School,,-7.67,4.585833,3,,Mapping,2015,10,14,50,21,0.42,50,0,0,50,0,0
21810,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Stanley Jeh Kg/Elem School,,-7.643889,4.574722,3,,Mapping,2015,10,14,50,8,0.16,50,2,0.04,50,2,0.04
21811,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Suasu Public School,,-7.706667,4.819722,3,,Mapping,2015,10,14,50,13,0.26,50,2,0.04,50,2,0.04
21812,AFRO,AFRO,Western Africa,Liberia,LBR,LR,Maryland,2755,Pleebo/Sodeken,39214,Maryland,26827,Susana P. Brewer Elem Sch,,-7.735,4.800278,3,,Mapping,2015,10,14,49,10,0.204081633,49,4,0.081632653,49,4,0.081632653
